,news_id,category,sub_category,title,abstract,url,title_entities,abstract_entitites
33383,N55936,autos,autosclassics,This 1973 Ford Capri Race Car Makes the Ultimate V-6 Sound,You're out of your mind if you think all V-6 engines sound bad. This one is a masterpiece.,https://assets.msn.com/labs/mind/BBWAMAH.html,"[{""Label"": ""V6 engine"", ""Type"": ""U"", ""WikidataId"": ""Q10856569"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [49], ""SurfaceForms"": [""V-6""]}, {""Label"": ""Ford Capri"", ""Type"": ""V"", ""WikidataId"": ""Q1140133"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [10], ""SurfaceForms"": [""Ford Capri""]}]","[{""Label"": ""V6 engine"", ""Type"": ""U"", ""WikidataId"": ""Q10856569"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""V-6""]}]"
33501,N30998,tv,tvnews,'Dancing with the Stars': Why Sean Spicer survives despite the lowest judge scores,"A 'Dancing with the Stars' voting fix designed to prevent popularity contests hasn't stopped former Trump spokesman Sean Spicer, leading to criticism.",https://assets.msn.com/labs/mind/BBWAMui.html,"[{""Label"": ""Sean Spicer"", ""Type"": ""P"", ""WikidataId"": ""Q27829251"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [30], ""SurfaceForms"": [""Sean Spicer""]}]","[{""Label"": ""Sean Spicer"", ""Type"": ""P"", ""WikidataId"": ""Q27829251"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [116], ""SurfaceForms"": [""Sean Spicer""]}, {""Label"": ""Dancing with the Stars (American TV series)"", ""Type"": ""N"", ""WikidataId"": ""Q499092"", ""Confidence"": 0.985, ""OccurrenceOffsets"": [3], ""SurfaceForms"": [""Dancing with the Stars""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [100], ""SurfaceForms"": [""Trump""]}]"
33711,N10332,travel,travelarticle,New Restaurant 'Europe Atlanta' Coming To Marietta Blvd. Corridor,"Construction to convert a two-suite commercial space into a ""Europe Atlanta"" restaurant at 2320 Marietta Blvd. is underway.",https://assets.msn.com/labs/mind/BBWEBfz.html,[],[]
33893,N34724,autos,autosenthusiasts,In Defense Of Left Foot-Braking During Normal Street Driving,,https://assets.msn.com/labs/mind/BBWAPNr.html,[],[]
33899,N55689,sports,football_nfl,"Charles Rogers, former Michigan State football, Detroit Lions star, dead at 38","Charles Rogers, the former Michigan State football star whom the Detroit Lions selected with the second overall pick in 2003 NFL draft, has died.",https://assets.msn.com/labs/mind/BBWAPO6.html,"[{""Label"": ""Charles Rogers (American football)"", ""Type"": ""P"", ""WikidataId"": ""Q5082150"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Charles Rogers""]}, {""Label"": ""Detroit Lions"", ""Type"": ""O"", ""WikidataId"": ""Q271880"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [48], ""SurfaceForms"": [""Detroit Lions""]}]","[{""Label"": ""2003 NFL Draft"", ""Type"": ""U"", ""WikidataId"": ""Q3714946"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [120], ""SurfaceForms"": [""2003 NFL""]}, {""Label"": ""Charles Rogers (American football)"", ""Type"": ""P"", ""WikidataId"": ""Q5082150"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Charles Rogers""]}, {""Label"": ""Detroit Lions"", ""Type"": ""O"", ""WikidataId"": ""Q271880"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [65], ""SurfaceForms"": [""Detroit Lions""]}]"
33901,N9623,news,newsworld,Israel says overnight strike on Gaza house killed Islamic Jihad commander,Israel's military said Thursday that an overnight strike in Gaza that Palestinians officials say left eight members of the same family dead killed an Islamic Jihad commander.,https://assets.msn.com/labs/mind/BBWH7eK.html,"[{""Label"": ""Israel"", ""Type"": ""G"", ""WikidataId"": ""Q801"", ""Confidence"": 0.992, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Israel""]}]","[{""Label"": ""Israel Defense Forces"", ""Type"": ""O"", ""WikidataId"": ""Q58967"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Israel's military""]}]"
33916,N63683,lifestyle,lifestyledidyouknow,Here's the Nickname for People Living in Every State,"Whether you're a resident, a visitor, or you're just passing through, here's what you should and shouldn't call the folks who live in every U.S. state.",https://assets.msn.com/labs/mind/BBWu61Q.html,[],"[{""Label"": ""U.S. state"", ""Type"": ""U"", ""WikidataId"": ""Q35657"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [140], ""SurfaceForms"": [""U.S. state""]}]"
33960,N33883,finance,markets,Trump puts economic growth at center of his 2020 campaign,"President Donald Trump laid out the central pillar of his 2020 re-election campaign on Tuesday, telling the Economic Club of New York that his policies have generated a boom in growth and jobs.",https://assets.msn.com/labs/mind/BBWECuI.html,"[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.987, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Trump""]}]","[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.987, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""President Donald Trump""]}, {""Label"": ""Economic Club of New York"", ""Type"": ""O"", ""WikidataId"": ""Q5333357"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [108], ""SurfaceForms"": [""Economic Club of New York""]}]"
34101,N9464,video,animals,This hilarious puppy chase looks like a scene straight out of a movie,Watch as a Chihuahua goes up against an Italian Greyhound in a game of chase!,https://assets.msn.com/labs/mind/BBWAQaz.html,[],"[{""Label"": ""Italian Greyhound"", ""Type"": ""A"", ""WikidataId"": ""Q38503"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [40], ""SurfaceForms"": [""Italian Greyhound""]}]"
34146,N40725,news,elections-2020-us,Gabbard Lawyers Demand Clinton Retract 'Defamatory' Russian Asset Comments,"Gabbard received bipartisan criticism over her foreign policy, especially her view that Syria's Bashar al Assad is ""not an enemy"" of the U.S.",https://assets.msn.com/labs/mind/BBWAQgP.html,"[{""Label"": ""Tulsi Gabbard"", ""Type"": ""P"", ""WikidataId"": ""Q32620"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Gabbard""]}, {""Label"": ""Hillary Clinton"", ""Type"": ""P"", ""WikidataId"": ""Q6294"", ""Confidence"": 0.99, ""OccurrenceOffsets"": [23], ""SurfaceForms"": [""Clinton""]}]","[{""Label"": ""Tulsi Gabbard"", ""Type"": ""P"", ""WikidataId"": ""Q32620"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Gabbard""]}, {""Label"": ""Bashar al-Assad"", ""Type"": ""P"", ""WikidataId"": ""Q44329"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [96], ""SurfaceForms"": [""Bashar al Assad""]}, {""Label"": ""United States Attorney"", ""Type"": ""C"", ""WikidataId"": ""Q2094335"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [], ""SurfaceForms"": []}, {""Label"": ""Syria"", ""Type"": ""G"", ""WikidataId"": ""Q858"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [88], ""SurfaceForms"": [""Syria""]}]"
34169,N34185,tv,tvnews,"Survivor Contestant Accused of 'Inappropriate Touching,' 2 Players Admit to Using Allegations to Win",Survivor Faces 'Inappropriate Touching' Scandal: Dan Accused by Kellee,https://assets.msn.com/labs/mind/BBWK1lD.html,"[{""Label"": ""Groping"", ""Type"": ""U"", ""WikidataId"": ""Q1072616"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [32], ""SurfaceForms"": [""Inappropriate Touching""]}, {""Label"": ""Multiplayer video game"", ""Type"": ""C"", ""WikidataId"": ""Q6895044"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [57], ""SurfaceForms"": [""2 Players""]}]","[{""Label"": ""Groping"", ""Type"": ""U"", ""WikidataId"": ""Q1072616"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""Inappropriate Touching""]}]"
34227,N43460,entertainment,celebrity,49 Celebrity Couples Who Make It Work Despite Huge Age Gaps,We're talking 16+ years...,https://assets.msn.com/labs/mind/BBWtDxO.html,"[{""Label"": ""Supercouple"", ""Type"": ""C"", ""WikidataId"": ""Q3351350"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [3], ""SurfaceForms"": [""Celebrity Couples""]}]",[]
34263,N27737,tv,tvnews,Mo'Nique Files Race and Sex Discrimination Suit Against Netflix,"Mo'Nique filed a discrimination suit against Netflix on Thursday, alleging that the streaming service broke the law when it gave her a lowball offer for a comedy special. The comedian   whose legal name is Monique Hicks   accused Netflix of race and sex discrimination. In January 2018, Mo'Nique called for a boycott of Netflix,",https://assets.msn.com/labs/mind/BBWLm0f.html,"[{""Label"": ""Netflix"", ""Type"": ""O"", ""WikidataId"": ""Q907311"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [56], ""SurfaceForms"": [""Netflix""]}, {""Label"": ""Sexism"", ""Type"": ""C"", ""WikidataId"": ""Q93200"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Sex Discrimination""]}]","[{""Label"": ""Mo'Nique"", ""Type"": ""P"", ""WikidataId"": ""Q229169"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 287], ""SurfaceForms"": [""Mo'Nique"", ""Mo'Nique""]}, {""Label"": ""Netflix"", ""Type"": ""O"", ""WikidataId"": ""Q907311"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [45, 230, 320], ""SurfaceForms"": [""Netflix"", ""Netflix"", ""Netflix""]}]"
34312,N60606,autos,autosenthusiasts,Toyota Mega Cruiser: Did You Know Toyota Made a Hummer H1 Lookalike?,"Created first for the Japanese military, a civilian version was produced sound familiar?",https://assets.msn.com/labs/mind/BBWu7r0.html,"[{""Label"": ""Toyota Mega Cruiser"", ""Type"": ""V"", ""WikidataId"": ""Q1808946"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Toyota Mega Cruiser""]}, {""Label"": ""Hummer H1"", ""Type"": ""V"", ""WikidataId"": ""Q1353938"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [48], ""SurfaceForms"": [""Hummer H1""]}, {""Label"": ""Toyota"", ""Type"": ""O"", ""WikidataId"": ""Q53268"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [34], ""SurfaceForms"": [""Toyota""]}]","[{""Label"": ""Japan Self-Defense Forces"", ""Type"": ""O"", ""WikidataId"": ""Q275488"", ""Confidence"": 0.99, ""OccurrenceOffsets"": [22], ""SurfaceForms"": [""Japanese military""]}]"
34358,N21297,autos,autosenthusiasts,I'd Choose This Rad Ford Edsel Camper Over a Motel Any Day,"And, no. It's not a one-off custom job.",https://assets.msn.com/labs/mind/BBWHAyL.html,"[{""Label"": ""Edsel"", ""Type"": ""O"", ""WikidataId"": ""Q1287696"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [20], ""SurfaceForms"": [""Ford Edsel""]}]",[]
34396,N6578,news,newsworld,Small Canadian island irate that Americans keep opening their mail,The population of a tiny Canadian island off the coast of Maine is demanding their government start a year-round ferry service or build a new bridge to the mainland to keep American customs officials from opening what they say is nearly every piece of mail they've been getting for over a year.,https://assets.msn.com/labs/mind/BBWKAcs.html,[],"[{""Label"": ""Maine"", ""Type"": ""G"", ""WikidataId"": ""Q724"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [58], ""SurfaceForms"": [""Maine""]}]"
34428,N21420,tv,tvnews,Lisa Vanderpump Reveals Why She Left RHOBH: 'I Don't Have Room in My Life for Nastiness',Lisa Vanderpump Reveals Why She Left RHOBH,https://assets.msn.com/labs/mind/BBWHBHb.html,[],[]
34436,N48705,tv,tv-celebrity,Lori Loughlin's 'Stress Is Only Mounting' Ahead of Pretrial Hearing,Lori Loughlin's 'Stress Is Only Mounting' Ahead of Pretrial Hearing,https://assets.msn.com/labs/mind/BBWHBIT.html,"[{""Label"": ""Lori Loughlin"", ""Type"": ""P"", ""WikidataId"": ""Q234712"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Lori Loughlin""]}]","[{""Label"": ""Lori Loughlin"", ""Type"": ""P"", ""WikidataId"": ""Q234712"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Lori Loughlin""]}]"
34595,N25165,news,newsworld,Top Putin aide named by MH17 airliner investigators,"An international investigation into the 2014 downing of Malaysia Airlines flight MH17 on Thursday released a series of phone intercepts, including one between a top aide to Russian President Vladimir Putin and pro-Russian rebels accused in the crash.",https://assets.msn.com/labs/mind/BBWKCHY.html,"[{""Label"": ""Malaysia Airlines Flight 17"", ""Type"": ""U"", ""WikidataId"": ""Q17374096"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""MH17""]}, {""Label"": ""Vladimir Putin"", ""Type"": ""P"", ""WikidataId"": ""Q7747"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Putin""]}]","[{""Label"": ""Malaysia Airlines Flight 17"", ""Type"": ""U"", ""WikidataId"": ""Q17374096"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [56], ""SurfaceForms"": [""Malaysia Airlines flight MH17""]}, {""Label"": ""Russophilia"", ""Type"": ""U"", ""WikidataId"": ""Q700386"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [210], ""SurfaceForms"": [""pro-Russian""]}, {""Label"": ""Vladimir Putin"", ""Type"": ""P"", ""WikidataId"": ""Q7747"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [191], ""SurfaceForms"": [""Vladimir Putin""]}, {""Label"": ""President of Russia"", ""Type"": ""K"", ""WikidataId"": ""Q218295"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [173], ""SurfaceForms"": [""Russian President""]}]"
34634,N54489,news,newsus,Fast food cashier and manager fired for refusing to serve police officer,Two fast food employees have been fired after one of them refused to serve a police officer who wanted to order food from the establishment.,https://assets.msn.com/labs/mind/BBWAUCi.html,[],[]
34670,N18708,health,fitness,Halle Berry Shares Photo of 6-Pack Abs on Instagram and Her Fans are Freaking Out,"The 53-year-old star worked hard for those washboard abs while training for her new movie, ""Bruised.""",https://assets.msn.com/labs/mind/BBWtFmD.html,"[{""Label"": ""Halle Berry"", ""Type"": ""P"", ""WikidataId"": ""Q1033016"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Halle Berry""]}, {""Label"": ""Panic"", ""Type"": ""U"", ""WikidataId"": ""Q208450"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [69], ""SurfaceForms"": [""Freaking Out""]}]",[]
34773,N17468,video,animals,See adorable rescued sea otters get released back into the wild,"In the latest edition of our series TODAY in the Wild, NBC's Gadi Schwartz is at the Monterey Bay Aquarium in California, where he went behind the scenes of a special program that returns rescued sea otters to the wild. But why did he have to don a disguise?",https://assets.msn.com/labs/mind/BBWpWKB.html,[],"[{""Label"": ""Monterey Bay Aquarium"", ""Type"": ""F"", ""WikidataId"": ""Q1754233"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [85], ""SurfaceForms"": [""Monterey Bay Aquarium""]}, {""Label"": ""Gadi Schwartz"", ""Type"": ""N"", ""WikidataId"": ""Q54860830"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [61], ""SurfaceForms"": [""Gadi Schwartz""]}, {""Label"": ""Today (American TV program)"", ""Type"": ""N"", ""WikidataId"": ""Q130838"", ""Confidence"": 0.982, ""OccurrenceOffsets"": [36], ""SurfaceForms"": [""TODAY""]}, {""Label"": ""NBC"", ""Type"": ""O"", ""WikidataId"": ""Q13974"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [55], ""SurfaceForms"": [""NBC""]}, {""Label"": ""California"", ""Type"": ""G"", ""WikidataId"": ""Q99"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [110], ""SurfaceForms"": [""California""]}]"
34796,N55132,travel,video,How to Turn Getting Kicked Off an Overbooked Flight Into a Payday,"Overbooked flights and people being kicked out are now a common headline. Luckily, there are some ways you can be compensated for this. Veuer's Johana Restrepo has more.",https://assets.msn.com/labs/mind/BBWEGPm.html,"[{""Label"": ""Overselling"", ""Type"": ""C"", ""WikidataId"": ""Q331454"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [34], ""SurfaceForms"": [""Overbooked""]}]","[{""Label"": ""Luck"", ""Type"": ""C"", ""WikidataId"": ""Q7632586"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [74], ""SurfaceForms"": [""Luckily""]}, {""Label"": ""Overselling"", ""Type"": ""C"", ""WikidataId"": ""Q331454"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Overbooked""]}]"
34906,N58114,autos,autosnews,"2020 Ford Explorer launch hardly went according to plan, company admits",,https://assets.msn.com/labs/mind/BBWEGnz.html,"[{""Label"": ""Ford Explorer"", ""Type"": ""V"", ""WikidataId"": ""Q598084"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [5], ""SurfaceForms"": [""Ford Explorer""]}]",[]
34959,N9009,autos,autosnews,FCA And GM Unfazed By The Ford Bronco's Return,Should they be worried?,https://assets.msn.com/labs/mind/BBWEHCG.html,"[{""Label"": ""Ford Bronco"", ""Type"": ""V"", ""WikidataId"": ""Q534238"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [26], ""SurfaceForms"": [""Ford Bronco""]}]",[]
35101,N58003,foodanddrink,foodnews,"Martha Stewart shares the family favorites she serves during the holidays, including adding cream cheese to her mashed potatoes","Martha Stewart swears by family recipes for Thanksgiving, Christmas, and Hanukkah dishes   from potato pancakes to mashed potatoes.",https://assets.msn.com/labs/mind/BBWtHRe.html,"[{""Label"": ""Martha Stewart"", ""Type"": ""P"", ""WikidataId"": ""Q234606"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Martha Stewart""]}]","[{""Label"": ""Martha Stewart"", ""Type"": ""P"", ""WikidataId"": ""Q234606"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Martha Stewart""]}, {""Label"": ""Thanksgiving"", ""Type"": ""E"", ""WikidataId"": ""Q13959"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [44], ""SurfaceForms"": [""Thanksgiving""]}, {""Label"": ""Hanukkah"", ""Type"": ""H"", ""WikidataId"": ""Q130881"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [73], ""SurfaceForms"": [""Hanukkah""]}, {""Label"": ""Christmas"", ""Type"": ""H"", ""WikidataId"": ""Q19809"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [58], ""SurfaceForms"": [""Christmas""]}]"
35104,N14478,foodanddrink,foodnews,Chuck E. Cheese just got major makeover   and axed the animal band,"The kid-friendly pizzeria is updating its menu, too.",https://assets.msn.com/labs/mind/BBWLr4b.html,"[{""Label"": ""Chuck E. Cheese's"", ""Type"": ""O"", ""WikidataId"": ""Q2438391"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Chuck E. Cheese""]}]",[]
35166,N14029,lifestyle,lifestylebuzz,"A master suite with an 'open-concept' bathroom that has no doors   or privacy   is asking for $1,200/month in rent","People took to Twitter to share confusion about an ""open-concept"" bathroom featured in a Facebook rental listing.",https://assets.msn.com/labs/mind/BBWEHzE.html,[],"[{""Label"": ""Facebook"", ""Type"": ""O"", ""WikidataId"": ""Q355"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [89], ""SurfaceForms"": [""Facebook""]}, {""Label"": ""Twitter"", ""Type"": ""O"", ""WikidataId"": ""Q918"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [15], ""SurfaceForms"": [""Twitter""]}]"
35184,N44422,lifestyle,lifestylebuzz,See inside a woman's 270-square-foot tiny home complete with 2 bedrooms and a walk-in closet,"The tiny house is currently in Victoria, Australia, but it was built with wheels attached, allowing owner Dolly Rubiano to move it wherever she wants.",https://assets.msn.com/labs/mind/BBWuSzH.html,[],"[{""Label"": ""Victoria (Australia)"", ""Type"": ""G"", ""WikidataId"": ""Q36687"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [31], ""SurfaceForms"": [""Victoria""]}, {""Label"": ""Tiny house movement"", ""Type"": ""C"", ""WikidataId"": ""Q30531"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""tiny house""]}, {""Label"": ""Australia"", ""Type"": ""G"", ""WikidataId"": ""Q408"", ""Confidence"": 0.981, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""Australia""]}]"
